date,headline,label
2017-01-01,Blue Mountain Biogas Plant Turns Pig Manure into Power,0.07806026190519333
2017-01-02,Smithfield Skips Middlemen In Grain Supply Chain,-0.3268142640590668
2017-01-02,Smithfield Pledges To Cut Emissions By 25 Percent,0.15855686366558075
2017-01-02,U.K . - based Detectamet settles into growth plan in Virginia,0.12548688054084778
2017-01-03,Smithfield Foods Announces BBB Issuer Default Rating From Fitch,-0.2841136157512665
2017-01-03,Smithfield Foods Completes Acquisition of Clougherty Packing LLC,0.13148532807826996
2017-01-03,Smithfield Foods Announces BBB Issuer Default Rating From Fitch – Military Technologies,-0.28881680965423584
2017-01-03,Kubota Donates to Vet and Holiday Hams Pollute,0.45758509635925293
2017-01-03,Missouri Archives > Hydrogen Fuel News,-0.1005944237112999
2017-01-03,"VPAP Sunshine Caucus Unintentionally Ironic, Shark",-0.40661826729774475
2017-01-03,"PARKER: Trump won, but why did he want this job ?",0.08284617960453033
2017-01-04,Smithfield Foods finalizes acquisition of Clougherty Packing from Hormel Foods,-0.0644790530204773
2017-01-04,Clougherty Packing sale a done deal,-0.14070045948028564
2017-01-04,Smithfield finalizes purchase of Hormel pork facilities,0.09835825115442276
2017-01-04,WH: Completes Acquisition of California Largest Pork Processor Clougherty,-0.17528299987316132
2017-01-04,"HORMEL FOODS: FINALIZES THE SALE OF FARMER JOHN, SAAG SPECIALTY MEATS AND THREE FARM OPERATIONS",0.035859398543834686
2017-01-04,"Hormel Foods Finalizes The Sale Of Farmer John, Saag Specialty Meats And Three Farm Operations",0.06654263287782669
2017-01-04,"Hormel Foods Closes Sale of Meat Brand, Farming Operations",-0.26491832733154297
2017-01-04,WH Group Completes Acquisition of California Largest Pork Processor Clougherty (WH Group Ltd),0.012407002970576286
2017-01-04,Breaking news: Smithfield will complete transition to group housing for sows by end of 2017 · A Humane Nation,0.345167338848114
2017-01-04,"New year, new laws ; an historic stockyard closes in Peoria ; small farms grow half the planet calories",-0.25982922315597534
2017-01-04,What Exactly Does a Trump Presidency Mean for Private Equity ?,0.018481813371181488
2017-01-05,Smithfield gets Clougherty from Hormel,-0.24955837428569794
2017-01-05,Smithfield Foods Nears 2017 Goal for Pregnant Sows,0.07200983166694641
2017-01-05,Smithfield Closes Acquisition of Hormel Clougherty Packing,-0.18940143287181854
2017-01-05,Smithfield strengthens supply chain with swoop on Clougherty,0.019084487110376358
2017-01-05,Smithfield approaches hog group housing goal,-0.08523707836866379
2017-01-05,Dominion Welcomes New External Affairs Manager – New Journal Guide,0.17003563046455383
2017-01-05,Hormel Foods Corporation (HRL) Insider James M.Splinter Sells 400 Shares,-0.2573193311691284
2017-01-05,Pensionfund Dsm Netherlands Lowers stake in Hormel Foods Corp (HRL),-0.1934652477502823
2017-01-06,Smithfield Foods Hog Production Division,-0.3978044092655182
2017-01-06,Smithfield Foods completes acquisition of Clougherty Packing LLC,0.13148532807826996
2017-01-06,Smithfield Foods nears 2017 sow group housing goal,0.12166611850261688
2017-01-06,Smithfield proud as sows move to group housing,0.13088680803775787
2017-01-06,"Hormel Foods Finalizes Sale Of Farmer John, Saag Specialty Meats",0.03495553508400917
2017-01-06,Noticeable Price Move: Hormel Foods Corporation (HRL),0.005055489018559456
2017-01-06,Teachers Advisors LLC Has $13685000 Stake in Hormel Foods Corporation (HRL),0.06439914554357529
2017-01-06,"Kip Tom, a Trump Tower elevator ride, and fresh Ag sec questions",0.007541510742157698
2017-01-07,Smithfield Foods nears goal for sow group housing conversion,0.17361176013946533
2017-01-07,Smithfield Foods completes acquisition of Clougherty Packing,0.0794481411576271
2017-01-07,Isle of Wight General Assembly delegation previews 2017 session,-0.02544861100614071
2017-01-08,Our View: Pork producer gets climate,-0.14246384799480438
2017-01-08,Donations needed for annual homeless veteran event,0.3327968716621399
2017-01-09,Eckrich and ESPN College GameDay Analyst Kirk Herbstreit Make Donation to Operation Homefront,0.35501235723495483
2017-01-09,Southeast AgNET » Archive Smithfield Cutting Back on Gestation Crates,-0.10649952292442322
2017-01-09,Smithfield Cutting Back on Gestation Crates,-0.04750482738018036
2017-01-10,HSUS Says Smithfield Move to Group Housing is Positive,0.05526677891612053
2017-01-10,NPPC Says Producers Should Chose Production Methods,0.026908811181783676
2017-01-10,Tuesday Twitter roundup,0.22696664929389954
2017-01-10,"Boehner St.Martin to W.R . Berkley, DOJ Carlin to Morrison & Foerster",-0.06890667229890823
2017-01-11,Sioux Falls conference provides tools for young farmers,0.2013731747865677
2017-01-11,Processed Pork Market,-0.19581983983516693
2017-01-12,Eckrich & ESPN College GameDay Analyst Kirk Herbstreit Make Donation To Operation Homefront,0.31426766514778137
2017-01-12,Castellini names Club Chef food safety exec,0.09422077238559723
2017-01-12,Peter J.Taormina joins Club Chef,0.2420191913843155
2017-01-12,Club Chef Has New Senior Vice President,0.2617887854576111
2017-01-12,Business Wont Back Down on Clean Energy Future,-0.1446428745985031
2017-01-12,"Hot Dogs and Sausages Global Market Trends, Demand, Analysis and Indutsry Outlook 2017",0.21987023949623108
2017-01-12,"Weetabix food business news, Weetabix company profile, Weetabix analysis, comment and interviews",0.02263573743402958
2017-01-13,Business Won ’ t Back Down on Clean Energy Future,0.15083858370780945
2017-01-13,Road To Making America Great Again Runs Through Beijing: Emerging Chinese Views Of Donald Trump – Analysis – Eurasia Review,0.0874471440911293
2017-01-13,A New Era At The CFTC Can Make Commodities Great Again,0.23897868394851685
2017-01-14,Letter: Smithfield not alone on environment,-0.24457471072673798
2017-01-16,Career Meltdowns: 5 Leaders Whose Scandals Led to Professional Disaster,-0.20514367520809174
2017-01-16,Swine Industry Audit certifies producer mission,0.22979694604873657
2017-01-17,Smithfield Announces 2017 Barbecue Grant Program,0.16467824578285217
2017-01-17,"Smithfield Food Helping Hungry Homes® Partners With Harris Teeter to Donate 30, 000 Pounds of Protein to Virginia Food Bank",0.2798900902271271
2017-01-17,Eckrich Winner Scores a Year of Free Groceries,0.35941630601882935
2017-01-17,BNY Mellon is hired as depositary bank by WH Group Limited,0.061423469334840775
2017-01-17,Kretschmar® Country Returns with Award,0.2981882393360138
2017-01-17,BNY Mellon Named as Sponsored Depositary Bank by WH Group Limited,0.17653173208236694
2017-01-17,BNY Mellon selected by WH Group for ADR depo,0.06498507410287857
2017-01-17,Chinese businesses will benefit from stake in McDonald,0.09441692382097244
2017-01-17,EDITOR BLOG: Food companies brace for 2017,0.11551778018474579
2017-01-18,Pork giant WH Group offers ADRs in US to expand investor exposure,-0.37316814064979553
2017-01-18,"Smithfield 30, 000 pounds of bacon, sausage feeds Peninsula working class",-0.05124244466423988
2017-01-18,"Amount of toxics released into air declines, but NC water is in trouble",-0.3156473636627197
2017-01-18,"Bright Food food business news, Bright Food company profile, Bright Food analysis, comment and interviews",0.32075735926628113
2017-01-19,Blue Ridge Area Food Bank Receives Donation from Smithfield Food,0.19631719589233398
2017-01-19,"Smithfield Food Helping Hungry Homes® Partners With Kroger to Donate More Than 30, 000 Pounds of Protein to Blue Ridge Area Food Bank",0.355288565158844
2017-01-19,"Facebook feedback Jan.19: Smithfield Foods, Hampton shooting, Betsy DeVos",0.17767447233200073
2017-01-19,"The Progressive Pulse Amount of toxics released into air declines, but NC water is in trouble",-0.2907029688358307
2017-01-20,"Smithfield Food Helping Hungry Homes Donates 35, 000 Pounds of Protein to Assist Georgia Tornado Victims",0.4675356149673462
2017-01-20,Smithfield Foods Announces Commencement of Senior Notes Offering,0.0822848454117775
2017-01-20,Smithfield Foods Announces Plans to Refinance Existing Bank Credit Facilities,0.13978351652622223
2017-01-20,Thousand of pounds of protein donated to food bank,0.2433854043483734
2017-01-20,Smithfield Foods Announces Cash Tender Offer for its Outstanding 7.750% Senior Unsecured Notes Due 2017,0.3375006914138794
2017-01-20,South Dakota Farm Bureau Young Farmer and Rancher Conference Great Networking Tool,-0.011691194027662277
2017-01-20,Kretschmar Country Returns With Country Star Easton Corbin,0.25776177644729614
2017-01-20,"CP Foods food business news, CP Foods company profile, CP Foods analysis, comment and interviews",-0.22442805767059326
2017-01-20,Jim Woster: The power of association,0.11491188406944275
2017-01-20,"Notes and notables: Talladega participation in Trump inaugural parade, traffic stop etiquette, Ella Plac",-0.012427803128957748
2017-01-23,"Richard Petty Raises More Than $170, 000 for Paralyzed Veterans of America at Mecum Auto Auction – SpeedwayMedia.com",-0.41511574387550354
2017-01-23,9 Questions and Answers About Pork Exports for 2017,-0.025821642950177193
2017-01-24,Eckrich Winner Scores A Year Of Free Groceries,0.35941630601882935
2017-01-24,Industry advocates for exports with TPP policy change,-0.15432137250900269
2017-01-24,Fresh From Florida Campaign Returns with Aric Almirola and Richard Petty Motorsports – SpeedwayMedia.com,0.2783885896205902
2017-01-24,Changing with the times,0.058310624212026596
2017-01-25,New handrail system earns safety award,0.26866716146469116
2017-01-25,Maxon Aids Development Of Liftgate Handrail System That Earns Safety Award,0.10698960721492767
2017-01-25,"Smithfield Food Helping Hungry Homes® Partners With Publix to Donate 30, 000 Pounds of Protein to Atlanta Community Food Bank",0.3256934881210327
2017-01-25,Smithfield Foods Announces Pricing of Senior Notes Offering,0.005174721125513315
