date,headline,label
2017-01-01,Darrell & King LLC Continues to Hold Stake in Chevron Corporation (CVX),0.017848098650574684
2017-01-01,Chevron Corporation (CVX) Shares Sold by Rothschild Investment Corp IL,-0.15103834867477417
2017-01-01,Narwhal Capital Management Holds Stake in Chevron Corporation (CVX),0.14800713956356049
2017-01-01,Chevron Corporation (CVX) Shares Sold by Hengehold Capital Management LLC,-0.13819371163845062
2017-01-01,Chevron appoints Jeff Ewing as new Managing Director — Business — The Guardian Nigeria,0.11819595843553543
2017-01-01,"Huntington National Bank Has $51, 301, 000 Position in Chevron Corporation (CVX)",-0.026951169595122337
2017-01-01,Chevron appoints new Nigeria Managing Director,0.20580178499221802
2017-01-02,Tension mounts as Chevron prepares to quit Bangladesh,-0.22273968160152435
2017-01-02,Chevron appoints Jeffery Ewing new Nigeria Managing Director,0.10268274694681168
2017-01-02,Chevron appoints Jeff Ewing as new Managing Director,0.12440332025289536
2017-01-02,Chevron Appoints Jeffrey Ewing MD for Nigerian Operation,0.07765686511993408
2017-01-02,Fuel prices jump at GTA gas stations as new cap,0.23229621350765228
2017-01-02,Chevron abandons $10 billion Ukraine fracking deal: Peak Oil Discussion,-0.2979728579521179
2017-01-02,CHEVRON WILL MOVE 35 FAMILIES TO AVOID PNG FLY,-0.15908806025981903
2017-01-02,Austell couple welcomes their newborn along with New Year,0.27455946803092957
2017-01-03,"Chevron sells Indonesia, Philippines geothermal assets",0.18192405998706818
2017-01-03,WealthTrust Axiom LLC Lowers Stake in Chevron Corporation (CVX),-0.24537275731563568
2017-01-03,Comprehensive Stock Analysis of: Chevron Corporation (NYSE: CVX),0.08878568559885025
2017-01-03,Chevron Nigeria new boss assumes office,0.11762543022632599
2017-01-03,Automotive Journalist Hits Road for Gas Promotion,-0.010612165555357933
2017-01-03,Ayala Corp.Divesting From Three Hydroelectric Companies,-0.17132027447223663
2017-01-03,Chevron Corporation (NYSE: CVX) And Exxon Mobil Corporation (NYSE: XOM) Shares To be Watched As OPEC Production Cut Comes Into Effect,0.12031134963035583
2017-01-03,BASSETT HYLAND ENERGY,0.041375402361154556
2017-01-04,Noteworthy Price Action: Chevron Corporation on Focus After Trading At 52,-0.155470609664917
2017-01-04,Puplava Financial Services Inc.Lowers Stake in Chevron Corporation (CVX),0.00900490302592516
2017-01-04,Legendary Ecuadorian Nurse Who Hosted Celebrities and Battled Chevron Over Pollution Tragically Dies of Cancer,-0.4074024260044098
2017-01-04,Decision Could Come Within Weeks On Chevron South Africa Assets Sale,0.06296030431985855
2017-01-04,Chevron restarts Train 1 at Gorgon LNG project,0.13595038652420044
2017-01-04,Chevron resumes operation at Gorgon LNG train 1,0.23915354907512665
2017-01-04,Analyst Recommendations Stocks in Focus: Transocean LTD (NYSE: RIG) & Chevron Corporation (NYSE: CVX) – News Is Money,0.062344491481781006
2017-01-04,Chevron resumes operation at Gorgon LNG train 1 after month,0.207826167345047
2017-01-04,Chevron Nigeria gets new chairman / MD,0.16968907415866852
2017-01-04,Oil Trader Gunvor Suing Cerberus Over Failed Chevron Africa Bid,-0.3065083622932434
2017-01-04,Chevron Restarts Operation at Gorgon Project after a Month,0.11552724987268448
2017-01-04,Analysts: Chevron Corporation (NYSE: CVX) stock is worth $119.65,0.09251068532466888
2017-01-04,What Could Help Exxon and Chevron Repeat 2016 Gains in 2017,0.10425867885351181
2017-01-04,Why Exxon and Chevron Could Repeat 2016 Gains in 2017 (NYSE: XOM) (NYSE: CVX),0.013897476717829704
2017-01-04,Chevron resumes operation at Gorgon LNG train 1AMEInfo,0.24857884645462036
2017-01-04,Ayala unloads shares in 3 hydropower firms,-0.0437610000371933
2017-01-04,Chevron Nigeria appoints Jeff Ewing as Managing Director,0.10200180113315582
2017-01-04,Chevron Case Study: Building Wealth With Highly Cyclical Oil Stocks,0.19609157741069794
2017-01-05,Chevron Fourth Quarter 2016 Earnings Conference Call NYSE: CVX,0.030423181131482124
2017-01-05,Analysts Upgrade of the Day: Chevron Corporation (NYSE: CVX),0.16273264586925507
2017-01-05,Next Weeks Broker Price Targets For Chevron Corporation (NYSE: CVX),0.1215660497546196
2017-01-05,Chevron Corporation (CVX) Stock Rating Lowered by Vetr Inc .,-0.2612491846084595
2017-01-05,Corporate Action: Chevron Nigeria Gets New Chairman / Managing Director,0.00735718896612525
2017-01-05,New twist in sale of Chevron SA assets after fuel fund saga,0.16552017629146576
2017-01-05,Chevron: Let Talk Dividends,0.19516345858573914
2017-01-05,"Business: Washington Post Business Page, Business News",0.007730870507657528
2017-01-05,Hot fields in Houston (January 15) !,0.2072514295578003
2017-01-05,Australia Gorgon LNG Train 1 resumes operations: Chevron,0.21135324239730835
2017-01-05,Oil trader sues over failed Chevron bid,-0.45934227108955383
2017-01-05,Chevron ExtraMile Rolls Out Rewards Program,0.26751768589019775
2017-01-05,"Tankers: Aframax rates plummet as tonnage blooms, cargoes wither",-0.11617650836706161
2017-01-05,Ayala AC Energy sheds hydro assets after Chevron deal,-0.21291999518871307
2017-01-06,Central Oregon fuel prices: a list ;,-0.11025416105985641
2017-01-06,Chevron Fourth Quarter 2016 Earnings Conference Call,0.002482909942045808
2017-01-06,"Trust Co.of Virginia VA Has $7, 569, 000 Position in Chevron Corporation (CVX)",0.01637318730354309
2017-01-06,"RNC Capital Management LLC Acquires 16, 811 Shares of Chevron Corporation (CVX)",0.175985187292099
2017-01-06,"Chevron: Community Foundation, Chevron give grant to Greene senior center",0.3732447028160095
2017-01-06,Big Boy Showdown: Exxon Vs.Chevron For 2017,0.018395787104964256
2017-01-06,"Community Foundation, Chevron give grant to Greene County senior center",0.2573005259037018
2017-01-06,Ayala pulls out of three hydropower ventures,0.06403879076242447
2017-01-06,NMSU College of Business Regents Professor selected for Chevron Endowed Professorship,0.2666166424751282
2017-01-06,GOP Push To Repeal Chevron Deference May Come Up Short,-0.12182816118001938
2017-01-06,Chevron SA assets up for grabs,0.0785309225320816
2017-01-06,College of Business Regents Professor selected for Chevron Endowed Professorship,0.3228658139705658
2017-01-06,NMSU Peach selected for Chevron Endowed Professorship,0.4206754267215729
2017-01-06,Check Out the New Chevron Houston Marathon Sneakers,0.16887184977531433
2017-01-06,Targeted News Service,-0.0010583564871922135
2017-01-06,Chevron: Ready for the New Normal ?,0.09329882264137268
2017-01-07,Sit Investment Associates Inc.Continues to Hold Stake in Chevron Corporation (CVX),-0.07438329607248306
2017-01-07,"Chevron Valley, Safe 1 to merge",0.22315965592861176
2017-01-08,Brokerages Set Chevron Corporation (CVX) PT at $111.54,0.2833351790904999
2017-01-08,Asset Integrity Specialist,0.041654668748378754
2017-01-08,Hundreds of people protest in Romanian village where Chevron is due to place shale gas exploration drills,-0.5748552083969116
2017-01-09,Prepare for a warm and wet Chevron Houston Marathon,0.2581194043159485
2017-01-09,NUPENG: Union to begin 3,-0.02148895338177681
2017-01-09,Interesting February Stock Options for CVX,0.145716592669487
2017-01-09,"Chevron: Reports Flaring at Richmond, Calif ., Refinery",-0.14844897389411926
2017-01-09,"Chevron Shares May Retreat, Delaying DJIA 20, 000",-0.1380593329668045
2017-01-09,Chevron Doctrine Repeal Teed Up For House Vote,-0.24595503509044647
2017-01-09,Nigerian oil union threatens three,-0.41599035263061523
2017-01-09,5 Best Oil Stocks To Buy Right Now,0.40131518244743347
2017-01-09,Fuel scarcity looms as NUPENG announces warning strike,-0.2974860966205597
2017-01-09,Dennis Basso Platinum Collection Chevron Faux Fur Vest — QVC.com,0.18729722499847412
2017-01-10,CVX Stock: Why Chevron Corporation Is the Real Energy Star,0.3671969175338745
2017-01-10,Why Chevron Corporation (CVX) Stock Is the Real Energy Star,0.41762983798980713
2017-01-10,"Before Moving Ahead WIth Morocco Venture, Chevron Needs Two Years",0.12985529005527496
2017-01-10,S.F . Supervisor Wants Answers From Chevron on Toxic Gas Release and Odor « The Terra News,-0.39686301350593567
2017-01-10,BMO Capital Releases a Buy Rating on Chevron Corp . – Markets,0.3013288676738739
2017-01-11,"1st Global Advisors Inc.Has $3, 425, 000 Position in Chevron Corporation (CVX)",0.06392322480678558
2017-01-11,"Crossvault Capital Management LLC Has $2, 020, 000 Stake in Chevron Corporation (CVX)",0.08710933476686478
2017-01-11,Downgrade of the Day: Chevron Corporation (NYSE: CVX),0.03981931507587433
2017-01-11,Chevron Corporation (CVX) Receives $111.54 Consensus Target Price from Analysts,0.1851150244474411
2017-01-11,Can Johnson & Johnson Upset Chevron In The Divisional Round ?,-0.16864264011383057
2017-01-11,"Following the Remand of a Contentious Overtime Case, Chevron Deference May Be Murky",-0.2968420684337616
2017-01-12,"Buckingham Asset Management LLC Has $1, 776, 000 Position in Chevron Corporation (CVX)",0.09442054480314255
2017-01-12,Chevron Corporation (CVX) Position Boosted by Acadian Asset Management LLC,0.3429534435272217
2017-01-12,"After a 30% Gain in 2016, Is There Any Growth Left in Chevron Stock ?",0.024776076897978783
2017-01-12,Application deadline extended for Chevron Dr.William F.King college scholarship program,0.10554645955562592
2017-01-12,Chevron Fuel Your School initiative benefits 41 Jackson County Schools,0.24926438927650452
2017-01-12,Chevron roundabout: Heavy traffic as gas,-0.09677089005708694
2017-01-13,Chevron Stock Split: Will 2017 Bring a Long,0.0989254042506218
2017-01-13,Chevron Corporation (CVX) Shares Sold by Arizona State Retirement System,-0.10955176502466202
2017-01-13,Ecuador president urges Brad Pitt to scrap Amazon oil spill movie,-0.21387441456317902
2017-01-13,life after mining — Chevron.com,-0.0016189756570383906
2017-01-13,"Fuel Your School program raises $50, 000 for Jackson Co.students",0.36187273263931274
2017-01-13,"Investigation into rotten egg smell in SF, Richmond narrows",-0.2087680697441101
2017-01-13,45th Annual Chevron Houston Marathon and 16th Aramco Houston Half Marathon,0.26671552658081055
2017-01-13,Landers partners with Caltex,0.20670203864574432
2017-01-14,First Manhattan Co.Cuts Stake in Chevron Corporation (CVX),0.05041556432843208
2017-01-14,"Winch Advisory Services LLC Purchases 21, 510 Shares of Chevron Corporation (CVX)",0.1589614599943161
2017-01-14,Kuwait Said to Deny Work Permits for Saudi Chevron Staff,-0.22069120407104492
2017-01-14,Warning for Chevron Houston Marathon runners,-0.04939381033182144
2017-01-15,Gasoline tanker spills 30 gallons at Chevron station in Lebanon,-0.44281452894210815
2017-01-15,"The city big oil built: When industrial disaster strikes, residents must shelter in place",-0.3352515995502472
