Date,Wti_crude_open,Wti_crude_close,Wti_crude_volume,Brent_crude_open,Brent_crude_close,Brent_crude_volume,Natural_gas_open,Natural_gas_close,Natural_gas_volume,Rbob_gasoline_open,Rbob_gasoline_close,Rbob_gasoline_volume,Heating_oil_open,Heating_oil_close,Heating_oil_volume,Canadian_crude_index_open,Canadian_crude_index_close,Canadian_crude_index_volume
2007-07-30,76.94999694824219,76.83000183105469,189456,75.8499984741211,75.73999786376953,2575.0,6.239999771118164,6.499000072479248,51983.0,2.1026999950408936,2.085599899291992,22970.0,2.069999933242798,2.0650999546051025,18232.0,23.540787878394173,23.82699966430664,1665700.0
2007-07-31,76.69999694824219,78.20999908447266,196464,75.69999694824219,77.05000305175781,3513.0,6.565999984741211,6.190999984741211,59860.0,2.0894999504089355,2.1407999992370605,42073.0,2.065200090408325,2.0999999046325684,37503.0,24.06117530455712,23.57982063293457,2609900.0
2007-08-01,77.94000244140625,76.52999877929688,306683,77.0,75.3499984741211,3930.0,6.201000213623047,6.3520002365112305,69615.0,2.1054999828338623,2.029599905014038,56603.0,2.118499994277954,2.0694000720977783,46025.0,23.51477514932711,23.22856330871582,3002200.0
2007-08-02,76.73999786376953,76.86000061035156,214006,75.22000122070312,75.76000213623047,6180.0,6.4120001792907715,6.105999946594238,51049.0,2.0364999771118164,2.036200046539306,43237.0,2.0720999240875244,2.0745999813079834,32502.0,23.40419323013469,24.4189395904541,3172600.0
2007-08-03,76.88999938964844,75.4800033569336,233021,75.38999938964844,74.75,4387.0,6.164000034332275,6.090000152587891,40855.0,2.0371999740600586,2.0290000438690186,35553.0,2.074700117111206,2.0339999198913574,34631.0,24.288832136525475,23.90505027770996,3023600.0
2007-08-06,75.04000091552734,72.05999755859375,292987,74.54000091552734,71.16999816894531,7201.0,6.1620001792907715,6.208000183105469,44849.0,2.009999990463257,1.9258999824523928,43203.0,2.0299999713897705,1.9392999410629272,42931.0,24.171749718644634,23.99612045288086,3134900.0
2007-08-07,72.05999755859375,72.41999816894531,284128,70.80000305175781,71.80000305175781,6775.0,6.260000228881836,6.201000213623047,66472.0,1.934999942779541,1.944200038909912,45762.0,1.951200008392334,1.964100003242493,46497.0,24.002627677642327,24.353883743286133,2772600.0
2007-08-08,72.37999725341797,72.1500015258789,263747,71.44000244140625,70.98999786376953,5768.0,6.230000019073486,6.21999979019165,69465.0,1.944000005722046,1.9377000331878664,48096.0,1.964100003242493,1.9667999744415283,43246.0,24.93281612320302,25.563777923583984,5296500.0
2007-08-09,72.2699966430664,71.58999633789062,269865,70.91000366210938,70.20999908447266,6232.0,6.264999866485596,6.585999965667725,92617.0,1.9364999532699585,1.934000015258789,39276.0,1.968500018119812,1.989199995994568,46553.0,25.336103789056224,25.362123489379883,5690400.0
2007-08-10,71.58999633789062,71.47000122070312,226674,69.91000366210938,70.38999938964844,3947.0,6.605000019073486,6.820000171661377,96026.0,1.940000057220459,1.954800009727478,38369.0,1.9889999628067017,1.9711999893188477,39277.0,24.126221742193565,24.711652755737305,3362200.0
2007-08-13,71.47000122070312,71.62000274658203,245898,70.95999908447266,70.2300033569336,4088.0,6.882999897003174,6.794000148773193,91086.0,1.9385000467300415,1.9375,39973.0,1.97790002822876,1.9665000438690183,41592.0,24.13272904121307,24.783206939697266,1867900.0
2007-08-14,71.55000305175781,72.37999725341797,231544,70.30999755859375,70.51000213623047,3966.0,6.849999904632568,6.940000057220459,72070.0,1.932800054550171,1.9737999439239504,44170.0,1.968999981880188,1.982499957084656,28547.0,24.822224083686308,23.944080352783203,1186800.0
2007-08-15,72.69000244140625,73.33000183105469,280131,70.83999633789062,71.63999938964844,3664.0,7.014999866485596,6.863999843597412,79112.0,1.9874000549316408,2.0088000297546387,44178.0,1.9900000095367432,2.026900053024292,44087.0,23.87253902375062,23.117984771728516,1373400.0
2007-08-16,73.13999938964844,71.0,293836,70.62000274658203,69.7699966430664,4762.0,6.8480000495910645,6.875,70364.0,2.0083000659942627,1.9782999753952024,40449.0,2.0225000381469727,1.982900023460388,35532.0,22.77322800141452,22.818763732910156,3414600.0
2007-08-17,71.66999816894531,71.9800033569336,170218,70.33000183105469,70.44000244140625,3279.0,6.889999866485596,7.010000228881836,54912.0,2.0172998905181885,2.038800001144409,39073.0,2.007999897003174,2.0172998905181885,26978.0,23.417197614301124,23.69690322875977,2349300.0
2007-08-20,71.7699966430664,71.12000274658203,138081,69.68000030517578,69.8499984741211,3852.0,6.635000228881836,6.039999961853027,72476.0,2.0,1.9364999532699585,39076.0,2.0051000118255615,1.9809000492095947,25811.0,23.703409670686796,23.638362884521484,655900.0
2007-08-21,70.9000015258789,69.47000122070312,248510,69.76000213623047,68.69000244140625,5588.0,6.019999980926514,5.816999912261963,59963.0,1.930999994277954,1.863700032234192,44198.0,1.9809000492095947,1.9520000219345093,28072.0,23.456227068604353,23.488750457763672,962900.0
2007-08-22,69.63999938964844,69.26000213623047,207894,68.97000122070312,68.69999694824219,4232.0,5.864999771118164,5.578000068664551,53377.0,1.8695000410079956,1.8890000581741333,24118.0,1.95959997177124,1.948300004005432,20673.0,23.579820641590658,24.210784912109375,1183700.0
2007-08-23,69.3499984741211,69.83000183105469,170980,69.1500015258789,69.86000061035156,4087.0,5.63100004196167,5.622000217437744,38545.0,1.878999948501587,1.923200011253357,21381.0,1.955999970436096,1.9609999656677248,14823.0,24.217284043623607,23.75544548034668,1204200.0
2007-08-24,70.0199966430664,71.08999633789062,164270,69.55000305175781,70.62000274658203,2786.0,5.635000228881836,5.5229997634887695,44965.0,1.9234999418258667,1.9814000129699707,23791.0,1.9600000381469729,1.9972000122070312,16151.0,23.91156154806776,24.20427703857422,906600.0
2007-08-27,71.04000091552734,71.97000122070312,186005,70.44000244140625,70.94999694824219,3128.0,5.293000221252441,5.380000114440918,47271.0,1.9704999923706057,2.039299964904785,28616.0,1.997499942779541,2.009700059890747,20260.0,24.074178868784813,24.087188720703125,865900.0
2007-08-28,72.12000274658203,71.7300033569336,181538,71.05000305175781,70.55000305175781,3421.0,5.428999900817871,5.5929999351501465,76715.0,2.0415000915527344,2.015399932861328,34003.0,2.013499975204468,1.9962999820709229,17947.0,24.009133503158488,23.345645904541016,1397900.0
2007-08-29,71.58000183105469,73.51000213623047,213070,70.80000305175781,72.12999725341797,4245.0,5.670000076293945,5.429999828338623,42514.0,2.0169999599456787,2.100800037384033,25045.0,1.9945000410079956,2.0418999195098877,18800.0,23.475749466447535,23.768465042114254,1804600.0
2007-08-30,73.5,73.36000061035156,180828,72.0999984741211,71.9000015258789,3257.0,5.5929999351501465,5.635000228881836,43778.0,2.1045000553131104,2.0801000595092773,22396.0,2.0450000762939453,2.02839994430542,13153.0,23.67739081629706,23.43671226501465,1214900.0
